Database	description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	OR	genes
GO_BP	nucleoside diphosphate catabolic process	GO:0009134	1	345	8	18004	0.14342850247132	0.220167319080179	6.5231884057971	7.33056478405316	ENTPD4
GO_BP	ventricular septum development	GO:0003281	2	345	35	18004	0.144450509559631	0.220332739265007	2.98202898550725	3.11440940012369	MDM4, HOXA13
GO_BP	protein desumoylation	GO:0016926	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	SENP1
GO_BP	retrograde transport, vesicle recycling within Golgi	GO:0000301	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	COG1
GO_BP	protein hexamerization	GO:0034214	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	MAT2A
GO_BP	leukocyte activation	GO:0045321	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	TOLLIP
GO_BP	establishment or maintenance of transmembrane electrochemical gradient	GO:0010248	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	SLC22A1
GO_BP	toxin metabolic process	GO:0009404	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	AS3MT
GO_BP	positive regulation of cation channel activity	GO:2001259	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	CTSS
GO_BP	chondroitin sulfate proteoglycan biosynthetic process	GO:0050650	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	B3GAT1
GO_BP	endothelial cell activation	GO:0042118	1	345	9	18004	0.159849772010619	0.23068140751233	5.79838969404187	6.41388081395349	HOXA9
GO_BP	negative regulation of inclusion body assembly	GO:0090084	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	DNAJB8
GO_BP	cellular response to leucine	GO:0071233	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	SESN1
GO_BP	regulation of stem cell division	GO:2000035	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	PRDM15
GO_BP	protein demethylation	GO:0006482	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	KDM2A
GO_BP	negative regulation of synaptic transmission, glutamatergic	GO:0051967	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	ATAD1
GO_BP	regulation of dosage compensation by inactivation of X chromosome	GO:1900095	1	345	10	18004	0.175957125640785	0.245119464042943	5.21855072463768	5.70090439276486	KANSL2
GO_BP	estrogen biosynthetic process	GO:0006703	1	345	11	18004	0.19175654720823	0.259625437512266	4.74413702239789	5.13052325581395	HSD17B2
GO_BP	glycosaminoglycan metabolic process	GO:0030203	1	345	11	18004	0.19175654720823	0.259625437512266	4.74413702239789	5.13052325581395	GNS
GO_BP	NADH metabolic process	GO:0006734	1	345	11	18004	0.19175654720823	0.259625437512266	4.74413702239789	5.13052325581395	NUDT17
GO_BP	RNA transport	GO:0050658	1	345	11	18004	0.19175654720823	0.259625437512266	4.74413702239789	5.13052325581395	SIDT1
GO_BP	ganglioside biosynthetic process	GO:0001574	1	345	11	18004	0.19175654720823	0.259625437512266	4.74413702239789	5.13052325581395	ST6GALNAC4
GO_BP	positive regulation of DNA-binding transcription factor activity	GO:0051091	4	345	119	18004	0.194745272972775	0.262198942940999	1.7541346973572	1.78951931658804	FANK1, PTEN, TRIM8, NKX3-1
GO_BP	cornification	GO:0070268	1	345	12	18004	0.207253906805027	0.272940937377112	4.3487922705314	4.66384778012685	KRT6A
GO_BP	cellular response to interleukin-7	GO:0098761	1	345	12	18004	0.207253906805027	0.272940937377112	4.3487922705314	4.66384778012685	RAD23B
GO_BP	fatty acid beta-oxidation using acyl-CoA oxidase	GO:0033540	1	345	12	18004	0.207253906805027	0.272940937377112	4.3487922705314	4.66384778012685	ACOXL
GO_BP	hepatocyte apoptotic process	GO:0097284	1	345	12	18004	0.207253906805027	0.272940937377112	4.3487922705314	4.66384778012685	KRT18
GO_BP	maturation of 5.8S rRNA	GO:0000460	1	345	13	18004	0.222454962942567	0.29136764168021	4.01426978818283	4.2749515503876	MPHOSPH6
WikiPathways	Vasopressin-regulated water reabsorption	WP5085	2	158	44	7782	0.22453245292293	0.292499033267168	2.23878020713464	2.31440781440781	DYNC1I2, CREB3L4
WikiPathways	Development of pulmonary dendritic cells and macrophage subsets	WP3892	1	158	13	7782	0.23422482028737	0.297942983798024	3.78870496592016	4.04033970276009	TCF4
GO_BP	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	LIME1
GO_BP	signal peptide processing	GO:0006465	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	SEC11C
GO_BP	negative regulation of epidermal growth factor-activated receptor activity	GO:0007175	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	ZGPAT
GO_BP	branched-chain amino acid catabolic process	GO:0009083	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	HIBADH
GO_BP	mRNA 3'-end processing	GO:0031124	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	RPRD2
GO_BP	negative regulation of cilium assembly	GO:1902018	1	345	14	18004	0.237365364685563	0.297942983798024	3.72753623188406	3.945885509839	TBC1D30
GO_BP	mRNA methylation	GO:0080009	1	345	15	18004	0.251990653696184	0.309845650718267	3.47903381642512	3.66382890365448	WTAP
GO_BP	mitochondrial fission	GO:0000266	1	345	15	18004	0.251990653696184	0.309845650718267	3.47903381642512	3.66382890365448	MIEF1
GO_BP	regulation of systemic arterial blood pressure	GO:0003073	1	345	15	18004	0.251990653696184	0.309845650718267	3.47903381642512	3.66382890365448	KLK3
GO_BP	mannosylation	GO:0097502	1	345	15	18004	0.251990653696184	0.309845650718267	3.47903381642512	3.66382890365448	DPM1
GO_BP	engulfment of apoptotic cell	GO:0043652	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	RHOBTB2
GO_BP	lipid phosphorylation	GO:0046834	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	PIK3C2B
GO_BP	rRNA catabolic process	GO:0016075	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	DIS3L
GO_BP	microtubule depolymerization	GO:0007019	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	STMN3
GO_BP	maturation of SSU-rRNA	GO:0030490	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	DDX52
GO_BP	nitric oxide biosynthetic process	GO:0006809	1	345	16	18004	0.266336266252139	0.317757624587948	3.26159420289855	3.41937984496124	GCHFR
GO_BP	myoblast differentiation	GO:0045445	1	345	17	18004	0.280407535341739	0.33289761584906	3.06973572037511	3.20548691860465	MBNL1
GO_BP	lipid metabolic process	GO:0006629	18	345	809	18004	0.290519232757082	0.343211446541455	1.16111140968453	1.17384799174196	PIK3C2B, MCAT, PMVK, PTEN, XBP1, CYB5R2, IDI2, ST6GALNAC4, HPGDS, PC, LDAH, JAZF1, HDLBP, SOAT2, HSD17B2, PM20D1, ACAT2, CERS2
GO_BP	protein targeting to lysosome	GO:0006622	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	NCOA4
GO_BP	regulation of potassium ion transmembrane transport	GO:1901379	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	KCNAB3
GO_BP	nucleosome disassembly	GO:0006337	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	HMGA1
GO_BP	prostaglandin biosynthetic process	GO:0001516	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	HPGDS
GO_BP	cytoskeleton-dependent intracellular transport	GO:0030705	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	TUBA1C
GO_BP	regulation of calcium ion-dependent exocytosis	GO:0017158	1	345	19	18004	0.30774786971163	0.353177317145252	2.74660564454615	2.84899870801034	SYT12
GO_BP	protein import into mitochondrial matrix	GO:0030150	1	345	20	18004	0.321027101580427	0.36494118623058	2.60927536231884	2.69889840881273	TIMM23B
GO_BP	post-Golgi vesicle-mediated transport	GO:0006892	1	345	20	18004	0.321027101580427	0.36494118623058	2.60927536231884	2.69889840881273	ARL3
GO_BP	regulation of catalytic activity	GO:0050790	11	345	487	18004	0.332062306485689	0.375713689497892	1.17872808975389	1.18888064207719	MYO9B, RGS17, SH2D3C, DENND4B, BMPR1B, ENSA, SOD2, FARP2, PPP1R7, CCND1, RHOD
GO_BP	positive regulation of TORC1 signaling	GO:1904263	1	345	21	18004	0.334052326766339	0.376199115657419	2.48502415458937	2.56380813953488	RRAGA
GO_BP	glucose transmembrane transport	GO:1904659	1	345	24	18004	0.371651951587162	0.416595908523284	2.1743961352657	2.22901921132457	MFSD4A
GO_BP	lipid storage	GO:0019915	1	345	25	18004	0.383708685538692	0.426146512510713	2.08742028985507	2.13602228682171	LDAH
GO_BP	negative regulation of Ras protein signal transduction	GO:0046580	1	345	25	18004	0.383708685538692	0.426146512510713	2.08742028985507	2.13602228682171	RASA2
GO_BP	intracellular signal transduction	GO:0035556	10	345	463	18004	0.395326733703237	0.433290320924124	1.12711678717876	1.13380119271194	MYO9B, RAPGEF3, TNS2, PASK, RASA2, ASB6, SHC1, NUAK2, S100A1, ASB8
GO_BP	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000462	1	345	26	18004	0.395534732793806	0.433290320924124	2.00713489409142	2.05046511627907	NOL10
GO_BP	spliceosomal complex assembly	GO:0000245	1	345	26	18004	0.395534732793806	0.433290320924124	2.00713489409142	2.05046511627907	USP39
GO_BP	positive regulation of sprouting angiogenesis	GO:1903672	1	345	28	18004	0.418512288370734	0.452322338112488	1.86376811594203	1.89836347975883	S100A1
GO_BP	positive regulation of protein dephosphorylation	GO:0035307	1	345	28	18004	0.418512288370734	0.452322338112488	1.86376811594203	1.89836347975883	PPP1R7
WikiPathways	Sudden infant death syndrome (SIDS) susceptibility pathways	WP706	4	158	162	7782	0.418538926967157	0.452322338112488	1.21612751992499	1.22735492355746	GATA2, DLX2, NKX3-1, CHRNB2
GO_BP	neuromuscular junction development	GO:0007528	1	345	33	18004	0.47221718742063	0.508055098965946	1.58137900746596	1.60128997093023	PPFIBP2
GO_BP	protein K48-linked deubiquitination	GO:0071108	1	345	34	18004	0.482349348710716	0.516649746841256	1.53486786018755	1.55267794221283	USP20
GO_BP	amino acid transmembrane transport	GO:0003333	1	345	38	18004	0.520975065475851	0.555553056547257	1.37330282227307	1.38450659962288	SLC6A18
GO_BP	post-translational protein modification	GO:0043687	1	345	43	18004	0.565240414726833	0.600101057044787	1.21361644759016	1.21933831672204	ASB6
GO_BP	cellular protein modification process	GO:0006464	2	345	105	18004	0.600669500800187	0.634918200407215	0.994009661835749	0.993857737269665	TTLL12, GGCX
WikiPathways	Heart development	WP1591	1	158	46	7782	0.611836548336896	0.639544393187995	1.07072096862961	1.07275300778486	IRX4
GO_BP	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	GO:0007157	1	345	49	18004	0.613007281437456	0.639544393187995	1.06501035196687	1.06655765503876	CD164
GO_BP	JNK cascade	GO:0007254	1	345	49	18004	0.613007281437456	0.639544393187995	1.06501035196687	1.06655765503876	SH2D3C
GO_BP	negative regulation of signal transduction	GO:0009968	1	345	66	18004	0.721775482393471	0.74977539334839	0.790689503732982	0.786851520572451	RGS17
GO_BP	positive regulation of protein kinase activity	GO:0045860	1	345	68	18004	0.732374994452589	0.757520917008901	0.767433930093777	0.763276640055536	JTB
WikiPathways	Regulation of actin cytoskeleton	WP51	15	158	880	7782	0.801335040538255	0.825306601579998	0.839542577675489	0.819637010388455	PIK3C2B, ALB, TERT, GATA2, XBP1, ATF4, MAP2K1, VPS18, RAD23B, MX1, ATM, TMPRSS2, CERS2, TUBA1C, TBK1
GO_BP	protein ubiquitination	GO:0016567	9	345	594	18004	0.807312076642594	0.827924299876022	0.790689503732982	0.781776556776557	LRSAM1, TRIM3, UBE2Q1, TRIM8, VPS18, JADE2, ASB6, ZNRF3, ASB8
GO_BP	negative regulation of NF-kappaB transcription factor activity	GO:0032088	1	345	92	18004	0.832137415161969	0.848186227729015	0.567233774417139	0.56120623562484	TAX1BP1
GO_BP	nervous system development	GO:0007399	8	345	552	18004	0.83410844801567	0.848186227729015	0.756311699222852	0.746858090417176	ASCL2, MBNL1, TRIM3, PTEN, TCF4, STMN3, WDPCP, ADGRG1
GO_BP	biological_process	GO:0008150	8	345	576	18004	0.865828399867453	0.876742203227127	0.724798711755233	0.714297655368412	PIK3C2B, ZNF79, TIMM23B, CEP57L1, MSMB, ACOXL, TMEM106C, KIAA0930
GO_BP	signal transduction	GO:0007165	27	345	1988	18004	0.981663683947044	0.989878442808525	0.708756889161053	0.679678254259956	LRRN2, MYO9B, AVPR1B, FAM83F, RAPGEF3, CD164, RASSF6, HPGDS, MAP2K1, RASA2, GDF7, SHC1, OLFML1, OR2D3, TOR2A, TOLLIP, STK25, CHRNB2, ARFRP1, SOX9, RIT1, RASSF3, MX1, GPRC6A, ATM, ADGRG1, MOB2
GO_BP	sensory perception of smell	GO:0007608	1	345	311	18004	0.997689456842199	0.999792407746648	0.167799058670022	0.162687546886722	OR2D3
GO_BP	G protein-coupled receptor signaling pathway	GO:0007186	6	345	945	18004	0.999792407746648	0.999792407746648	0.33133655394525	0.315153571394913	AVPR1B, RGS17, OR2D3, BHLHA15, GPRC6A, ADGRG1
